"ID";"REG1";"Event";"DIM";"Date";"Remark";"R";"T";"B";"Technician";"ET Donor Dam";"ET Donor Reg";
     58971 ;276001405758971 ;BESAMT     ; 307 ;06/12/24;NIGHTBLU.B      ;O ; 4 ;C ;Annett     300       ;;;
     58971 ;276001405758971 ;BESAMT     ; 327 ;26/12/24;NIGHTBLU.B      ;O ; 2 ;C ;S�ren      7         ;;;
     59130 ;276001267459130 ;BESAMT     ;  82 ;20/12/24;NIGHTBLU.B      ;P ; 3 ;O ;Sjoerd     278       ;;;
     59168 ;276001405059168 ;BESAMT     ; 131 ;25/10/24;SLAVIA          ;O ; 4 ;O ;Annett     300       ;;;
     59168 ;276001405059168 ;BESAMT     ; 138 ;01/11/24;RIVARIDG        ;O ; 4 ;C ;Annett     300       ;;;
     59168 ;276001405059168 ;BESAMT     ; 162 ;25/11/24;RIVARIDG        ;P ; 4 ;C ;Annett     300       ;;;
     59265 ;276001273559265 ;BESAMT     ;  61 ;27/10/24;SLAVIA          ;O ; 5 ;C ;Stefan     278       ;;;
     59265 ;276001273559265 ;BESAMT     ;  83 ;18/11/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     59265 ;276001273559265 ;BESAMT     ; 103 ;08/12/24;NIGHTBLU.B      ;R ; 3 ;C ;Sjoerd     278       ;;;
     59265 ;276001273559265 ;BESAMT     ; 105 ;10/12/24;NIGHTBLU.B      ;P ; 5 ;C ;Stefan     278       ;;;
     59272 ;276001273559272 ;BESAMT     ;  73 ;18/10/24;LIENONME        ;O ; 3 ;O ;Sjoerd     278       ;;;
     59272 ;276001273559272 ;BESAMT     ;  96 ;10/11/24;RIVARIDG        ;P ; 3 ;C ;Sjoerd     278       ;;;
     59444 ;276001273559444 ;BESAMT     ; 242 ;02/11/24;SLAVIA          ;O ; 5 ;C ;Stefan     278       ;;;
     59444 ;276001273559444 ;BESAMT     ; 263 ;23/11/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     64813 ;276001406764813 ;BESAMT     ;  76 ;25/12/24;NIGHTBLU.B      ;P ; 3 ;C ;Sjoerd     278       ;;;
     64822 ;276001406764822 ;BESAMT     ;  59 ;21/12/24;ZINGZANG        ;O ; 3 ;C ;Sjoerd     278       ;;;
     65012 ;276001406765012 ;BESAMT     ;  81 ;08/11/24;RIVARIDG        ;O ; 5 ;O ;Stefan     278       ;;;
     65012 ;276001406765012 ;BESAMT     ;  96 ;23/11/24;DIVINITY        ;O ; 5 ;C ;Stefan     278       ;;;
     66341 ;276001406466341 ;BESAMT     ;  48 ;13/11/24;NIGHTBLU.B      ;O ; 4 ;C ;Annett     300       ;;;
     66345 ;276001406466345 ;BESAMT     ; 150 ;08/11/24;RIVARIDG        ;O ; 2 ;C ;S�ren      7         ;;;
     66345 ;276001406466345 ;BESAMT     ; 154 ;12/11/24;RIVARIDG        ;O ; 2 ;C ;S�ren      7         ;;;
     66345 ;276001406466345 ;BESAMT     ; 175 ;03/12/24;SLAVIA          ;O ; 4 ;C ;Annett     300       ;;;
     66345 ;276001406466345 ;BESAMT     ; 197 ;25/12/24;NIGHTBLU.B      ;O ; 2 ;G ;S�ren      7         ;;;
     66346 ;276001406466346 ;BESAMT     ;  68 ;20/12/24;NIGHTBLU.B      ;P ; 3 ;C ;Sjoerd     278       ;;;
     66897 ;276001272566897 ;BESAMT     ;  54 ;30/12/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     68087 ;276001406468087 ;BESAMT     ;  56 ;22/10/24;SLAVIA          ;O ; 5 ;C ;Stefan     278       ;;;
     68087 ;276001406468087 ;BESAMT     ;  94 ;29/11/24;RIVARIDG        ;O ; 5 ;O ;Stefan     278       ;;;
     68087 ;276001406468087 ;BESAMT     ; 123 ;28/12/24;NIGHTBLU.B      ;P ; 3 ;C ;Sjoerd     278       ;;;
     68088 ;276001406468088 ;BESAMT     ; 180 ;22/11/24;NIGHTBLU.B      ;P ; 5 ;O ;Stefan     278       ;;;
     68090 ;276001406468090 ;BESAMT     ; 139 ;25/10/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     68090 ;276001406468090 ;BESAMT     ; 155 ;10/11/24;NIGHTBLU.B      ;O ; 3 ;C ;Sjoerd     278       ;;;
     68090 ;276001406468090 ;BESAMT     ; 186 ;11/12/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     68090 ;276001406468090 ;BESAMT     ; 204 ;29/12/24;NIGHTBLU.B      ;P ; 3 ;C ;Sjoerd     278       ;;;
     68095 ;276001406468095 ;BESAMT     ; 162 ;11/10/24;SLAVIA          ;O ; 2 ;C ;S�ren      7         ;;;
     68095 ;276001406468095 ;BESAMT     ; 185 ;03/11/24;SLAVIA          ;P ; 2 ;G ;S�ren      7         ;;;
     68095 ;276001406468095 ;BESAMT     ; 207 ;25/11/24;SLAVIA          ;C ; 4 ;C ;Annett     300       ;;;
     68095 ;276001406468095 ;BESAMT     ; 229 ;17/12/24;NIGHTBLU.B      ;C ; 4 ;C ;Annett     300       ;;;
     68104 ;276001406468104 ;BESAMT     ;  68 ;27/10/24;SLAVIA          ;O ; 5 ;C ;Stefan     278       ;;;
     68104 ;276001406468104 ;BESAMT     ;  93 ;21/11/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     68110 ;276001406468110 ;BESAMT     ;  56 ;11/10/24;RIVARIDG        ;O ; 5 ;C ;Stefan     278       ;;;
     68110 ;276001406468110 ;BESAMT     ; 102 ;26/11/24;RIVARIDG        ;A ; 3 ;C ;Sjoerd     278       ;;;
     68124 ;276001406468124 ;BESAMT     ; 132 ;10/10/24;NIGHTBLU.B      ;O ; 2 ;C ;S�ren      7         ;;;
     68124 ;276001406468124 ;BESAMT     ; 156 ;03/11/24;NIGHTBLU.B      ;O ; 2 ;G ;S�ren      7         ;;;
     68124 ;276001406468124 ;BESAMT     ; 204 ;21/12/24;NIGHTBLU.B      ;P ; 4 ;C ;Annett     300       ;;;
     68172 ;276001406468172 ;BESAMT     ;  56 ;01/11/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     68172 ;276001406468172 ;BESAMT     ;  84 ;29/11/24;RIVARIDG        ;O ; 5 ;C ;Stefan     278       ;;;
     68172 ;276001406468172 ;BESAMT     ; 108 ;23/12/24;ZINGZANG        ;P ; 3 ;C ;Sjoerd     278       ;;;
     68184 ;276001406468184 ;BESAMT     ;  80 ;20/10/24;LIENONME        ;O ; 5 ;C ;Stefan     278       ;;;
     68184 ;276001406468184 ;BESAMT     ; 102 ;11/11/24;NIGHTBLU.B      ;O ; 3 ;C ;Sjoerd     278       ;;;
     68184 ;276001406468184 ;BESAMT     ; 124 ;03/12/24;ZINGLER         ;O ; 3 ;C ;Sjoerd     278       ;;;
     68184 ;276001406468184 ;BESAMT     ; 147 ;26/12/24;NIGHTBLU.B      ;O ; 3 ;C ;Sjoerd     278       ;;;
     69360 ;276001405269360 ;BESAMT     ;  65 ;20/10/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     69360 ;276001405269360 ;BESAMT     ; 105 ;29/11/24;NIGHTBLU.B      ;O ; 5 ;O ;Stefan     278       ;;;
     73886 ;276001406373886 ;BESAMT     ;  65 ;12/12/24;ZINGLER         ;O ; 5 ;C ;Stefan     278       ;;;
     73888 ;276001406373888 ;BESAMT     ; 175 ;22/11/24;SLAVIA          ;O ; 4 ;O ;Annett     300       ;;;
     73889 ;276001406373889 ;BESAMT     ; 399 ;25/11/24;NIGHTBLU.B      ;O ; 4 ;G ;Annett     300       ;;;
     75393 ;276001504575393 ;BESAMT     ;  63 ;09/11/24;NIGHTBLU        ;- ; 3 ;C ;Sjoerd     278       ;;;
     75408 ;276001504575408 ;BESAMT     ; 104 ;17/10/24;LIENONME        ;O ; 3 ;C ;Sjoerd     278       ;;;
     75408 ;276001504575408 ;BESAMT     ; 147 ;29/11/24;RIVARIDG        ;O ; 5 ;O ;Stefan     278       ;;;
     75408 ;276001504575408 ;BESAMT     ; 169 ;21/12/24;ZINGZANG        ;P ; 3 ;C ;Sjoerd     278       ;;;
     75410 ;276001504575410 ;BESAMT     ; 157 ;08/11/24;RIVARIDG        ;- ; 5 ;O ;Stefan     278       ;;;
     77014 ;276001405877014 ;BESAMT     ; 104 ;07/10/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     77014 ;276001405877014 ;BESAMT     ; 145 ;17/11/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     77014 ;276001405877014 ;BESAMT     ; 169 ;11/12/24;NIGHTBLU.B      ;P ; 5 ;C ;Stefan     278       ;;;
     77063 ;276001405877063 ;BESAMT     ; 281 ;20/10/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     77063 ;276001405877063 ;BESAMT     ; 321 ;29/11/24;NIGHTBLU.B      ;O ; 5 ;O ;Stefan     278       ;;;
     77063 ;276001405877063 ;BESAMT     ; 344 ;22/12/24;NIGHTBLU.B      ;P ; 2 ;C ;S�ren      7         ;;;
     77093 ;276001405877093 ;BESAMT     ; 337 ;12/10/24;NIGHTBLU.B      ;- ; 2 ;G ;S�ren      7         ;;;
     77094 ;276001405877094 ;BESAMT     ; 336 ;27/10/24;NIGHTBLU.B      ;O ; 4 ;C ;Annett     300       ;;;
     77094 ;276001405877094 ;BESAMT     ; 355 ;15/11/24;NIGHTBLU.B      ;O ; 2 ;C ;S�ren      7         ;;;
     77094 ;276001405877094 ;BESAMT     ; 359 ;19/11/24;NIGHTBLU.B      ;O ; 4 ;C ;Annett     300       ;;;
     77094 ;276001405877094 ;BESAMT     ; 377 ;07/12/24;NIGHTBLU.B      ;O ; 3 ;C ;Sjoerd     278       ;;;
     77161 ;276001405877161 ;BESAMT     ;  58 ;01/11/24;NIGHTBLU.B      ;O ; 5 ;O ;Stefan     278       ;;;
     77161 ;276001405877161 ;BESAMT     ;  88 ;01/12/24;DIVINITY        ;O ; 5 ;C ;Stefan     278       ;;;
     77241 ;276001405877241 ;BESAMT     ;  58 ;22/11/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     77241 ;276001405877241 ;BESAMT     ;  81 ;15/12/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     77281 ;276001268677281 ;BESAMT     ;  60 ;10/10/24;RIVARIDG        ;O ; 3 ;C ;Sjoerd     278       ;;;
     77281 ;276001268677281 ;BESAMT     ;  83 ;02/11/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     77281 ;276001268677281 ;BESAMT     ; 103 ;22/11/24;NIGHTBLU.B      ;O ; 3 ;C ;Sjoerd     278       ;;;
     77331 ;276001405877331 ;BESAMT     ; 338 ;02/10/24;NIGHTBLU.B      ;O ; 2 ;C ;S�ren      7         ;;;
     77331 ;276001405877331 ;BESAMT     ; 360 ;24/10/24;NIGHTBLU.B      ;O ; 2 ;C ;S�ren      7         ;;;
     77331 ;276001405877331 ;BESAMT     ; 383 ;16/11/24;NIGHTBLU.B      ;O ; 4 ;C ;Annett     300       ;;;
     77331 ;276001405877331 ;BESAMT     ; 407 ;10/12/24;NIGHTBLU.B      ;O ; 4 ;C ;Annett     300       ;;;
     77355 ;276001268677355 ;BESAMT     ;  85 ;29/11/24;RIVARIDG        ;O ; 5 ;O ;Stefan     278       ;;;
     77383 ;276001405877383 ;BESAMT     ;  60 ;29/11/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     77383 ;276001405877383 ;BESAMT     ;  83 ;22/12/24;NIGHTBLU.B      ;O ; 3 ;C ;Sjoerd     278       ;;;
     77392 ;276001268677392 ;BESAMT     ;  65 ;18/10/24;LIENONME        ;O ; 5 ;C ;Stefan     278       ;;;
     77392 ;276001268677392 ;BESAMT     ; 125 ;17/12/24;OPRY            ;O ; 5 ;C ;Stefan     278       ;;;
     77392 ;276001268677392 ;BESAMT     ; 128 ;20/12/24;NIGHTBLU.B      ;O ; 3 ;C ;Sjoerd     278       ;;;
     77461 ;276001268677461 ;BESAMT     ;  69 ;29/12/24;NIGHTBLU.B      ;O ; 3 ;C ;Sjoerd     278       ;;;
     77474 ;276001268677474 ;BESAMT     ;  61 ;23/11/24;RIVARIDG        ;O ; 5 ;C ;Stefan     278       ;;;
     77474 ;276001268677474 ;BESAMT     ;  83 ;15/12/24;SAMSON          ;O ; 5 ;C ;Stefan     278       ;;;
     79698 ;276001406279698 ;BESAMT     ;  56 ;23/12/24;ZINGZANG        ;P ; 3 ;C ;Sjoerd     278       ;;;
     80021 ;276001406880021 ;BESAMT     ;  42 ;04/12/24;ZINGLER         ;O ; 4 ;C ;Annett     300       ;;;
     80021 ;276001406880021 ;BESAMT     ;  67 ;29/12/24;ZINGLER         ;O ; 2 ;C ;S�ren      7         ;;;
     80060 ;276001406280060 ;BESAMT     ; 174 ;18/10/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     80060 ;276001406280060 ;BESAMT     ; 216 ;29/11/24;NIGHTBLU.B      ;O ; 5 ;O ;Stefan     278       ;;;
     80060 ;276001406280060 ;BESAMT     ; 244 ;27/12/24;NIGHTBLU.B      ;O ; 2 ;C ;S�ren      7         ;;;
     80074 ;276001406280074 ;BESAMT     ;  88 ;07/10/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     80074 ;276001406280074 ;BESAMT     ; 105 ;24/10/24;NIGHTBLU.B      ;O ; 1 ;C ;Anne       224       ;;;
     80074 ;276001406280074 ;BESAMT     ; 129 ;17/11/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     80074 ;276001406280074 ;BESAMT     ; 149 ;07/12/24;WAGYUVIA        ;P ; 3 ;C ;Sjoerd     278       ;;;
     80096 ;276001406280096 ;BESAMT     ; 266 ;11/10/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     80096 ;276001406280096 ;BESAMT     ; 288 ;02/11/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     80096 ;276001406280096 ;BESAMT     ; 329 ;13/12/24;NIGHTBLU.B      ;P ; 3 ;O ;Sjoerd     278       ;;;
     80103 ;276001406280103 ;BESAMT     ; 153 ;08/11/24;NIGHTBLU.B      ;O ; 5 ;O ;Stefan     278       ;;;
     80103 ;276001406280103 ;BESAMT     ; 173 ;28/11/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     80103 ;276001406280103 ;BESAMT     ; 196 ;21/12/24;NIGHTBLU.B      ;O ; 4 ;C ;Annett     300       ;;;
     80105 ;276001406880105 ;BESAMT     ;  60 ;15/12/24;ZINGLER         ;P ; 4 ;G ;Annett     300       ;;;
     80122 ;276001406280122 ;BESAMT     ;  84 ;25/10/24;SLAVIA          ;O ; 4 ;O ;Annett     300       ;;;
     80122 ;276001406280122 ;BESAMT     ; 109 ;19/11/24;SLAVIA          ;O ; 4 ;C ;Annett     300       ;;;
     80122 ;276001406280122 ;BESAMT     ; 132 ;12/12/24;NIGHTBLU.B      ;O ; 4 ;C ;Annett     300       ;;;
     80144 ;276001406280144 ;BESAMT     ;  79 ;05/11/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     80144 ;276001406280144 ;BESAMT     ; 104 ;30/11/24;DIVINITY        ;O ; 5 ;C ;Stefan     278       ;;;
     80144 ;276001406280144 ;BESAMT     ; 128 ;24/12/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     80154 ;276001406280154 ;BESAMT     ;  89 ;29/11/24;RIVARIDG        ;O ; 5 ;O ;Stefan     278       ;;;
     80154 ;276001406280154 ;BESAMT     ; 107 ;17/12/24;OPRY            ;O ; 5 ;C ;Stefan     278       ;;;
     80162 ;276001406280162 ;BESAMT     ;  82 ;13/12/24;SAMSON          ;O ; 3 ;O ;Sjoerd     278       ;;;
     80165 ;276001406280165 ;BESAMT     ;  61 ;18/10/24;LIENONME        ;O ; 3 ;C ;Sjoerd     278       ;;;
     80165 ;276001406280165 ;BESAMT     ;  82 ;08/11/24;RIVARIDG        ;O ; 5 ;C ;Stefan     278       ;;;
     80165 ;276001406280165 ;BESAMT     ; 103 ;29/11/24;RIVARIDG        ;P ; 5 ;C ;Stefan     278       ;;;
     80180 ;276001406280180 ;BESAMT     ;  97 ;27/12/24;ZINGZANG        ;P ; 3 ;O ;Sjoerd     278       ;;;
     80186 ;276001406280186 ;BESAMT     ; 103 ;29/10/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     80186 ;276001406280186 ;BESAMT     ; 112 ;07/11/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     80186 ;276001406280186 ;BESAMT     ; 128 ;23/11/24;DIVINITY        ;O ; 5 ;C ;Stefan     278       ;;;
     80186 ;276001406280186 ;BESAMT     ; 161 ;26/12/24;NIGHTBLU.B      ;P ; 2 ;C ;S�ren      7         ;;;
     80196 ;276001406280196 ;BESAMT     ; 272 ;09/10/24;NIGHTBLU.B      ;P ; 2 ;C ;S�ren      7         ;;;
     80210 ;276001406280210 ;BESAMT     ; 127 ;18/10/24;LIENONME        ;O ; 5 ;O ;Stefan     278       ;;;
     80210 ;276001406280210 ;BESAMT     ; 190 ;20/12/24;NIGHTBLU.B      ;P ; 3 ;O ;Sjoerd     278       ;;;
     80211 ;276001406280211 ;BESAMT     ;  77 ;13/12/24;SLAVIA          ;O ; 3 ;C ;Sjoerd     278       ;;;
     80215 ;276001406280215 ;BESAMT     ;  97 ;08/11/24;RIVARIDG        ;O ; 5 ;O ;Stefan     278       ;;;
     80215 ;276001406280215 ;BESAMT     ; 120 ;01/12/24;DIVINITY        ;P ; 5 ;C ;Stefan     278       ;;;
     80215 ;276001406280215 ;BESAMT     ; 142 ;23/12/24;NIGHTBLU.B      ;C ; 3 ;C ;Sjoerd     278       ;;;
     80234 ;276001406280234 ;BESAMT     ;  75 ;25/10/24;SLAVIA          ;O ; 5 ;O ;Stefan     278       ;;;
     80234 ;276001406280234 ;BESAMT     ;  96 ;15/11/24;NIGHTBLU.B      ;O ; 1 ;C ;Anne       224       ;;;
     80234 ;276001406280234 ;BESAMT     ; 132 ;21/12/24;ZINGZANG        ;O ; 3 ;C ;Sjoerd     278       ;;;
     80255 ;276001406280255 ;BESAMT     ; 161 ;13/10/24;NIGHTBLU.B      ;O ; 3 ;C ;Sjoerd     278       ;;;
     80255 ;276001406280255 ;BESAMT     ; 184 ;05/11/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     80255 ;276001406280255 ;BESAMT     ; 208 ;29/11/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     80255 ;276001406280255 ;BESAMT     ; 236 ;27/12/24;ZINGZANG        ;R ; 3 ;C ;Sjoerd     278       ;;;
     80255 ;276001406280255 ;BESAMT     ; 236 ;27/12/24;NIGHTBLU.B      ;O ; 3 ;C ;Sjoerd     278       ;;;
     80261 ;276001406180260 ;BESAMT     ; 200 ;08/10/24;NIGHTBLU        ;- ; 5 ;C ;Stefan     278       ;;;
     80287 ;276001406280287 ;BESAMT     ;  62 ;23/12/24;ZINGZANG        ;P ; 3 ;C ;Sjoerd     278       ;;;
     80319 ;276001406280319 ;BESAMT     ;  59 ;27/12/24;ZINGZANG        ;O ; 3 ;C ;Sjoerd     278       ;;;
     80329 ;276001406280329 ;BESAMT     ;  78 ;19/10/24;SLAVIA          ;O ; 5 ;C ;Stefan     278       ;;;
     80329 ;276001406280329 ;BESAMT     ; 101 ;11/11/24;LIENONME        ;P ; 3 ;C ;Sjoerd     278       ;;;
     80361 ;276001406180361 ;BESAMT     ; 141 ;11/10/24;SLAVIA          ;O ; 2 ;C ;S�ren      7         ;;;
     80361 ;276001406180361 ;BESAMT     ; 183 ;22/11/24;NIGHTBLU.B      ;P ; 4 ;O ;Annett     300       ;;;
     80430 ;276001406280430 ;BESAMT     ;  57 ;30/10/24;LIENONME        ;O ; 5 ;C ;Stefan     278       ;;;
     80430 ;276001406280430 ;BESAMT     ;  79 ;21/11/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     80430 ;276001406280430 ;BESAMT     ; 103 ;15/12/24;OPRY            ;O ; 5 ;C ;Stefan     278       ;;;
     83805 ;276001405883805 ;BESAMT     ;  60 ;05/12/24;ZINGLER         ;O ; 5 ;- ;Stefan     278       ;;;
     83805 ;276001405883805 ;BESAMT     ;  83 ;28/12/24;NIGHTBLU.B      ;P ; 3 ;C ;Sjoerd     278       ;;;
     83926 ;276001405883926 ;BESAMT     ; 306 ;07/10/24;NIGHTBLU.B      ;O ; 2 ;C ;S�ren      7         ;;;
     83926 ;276001405883926 ;BESAMT     ; 326 ;27/10/24;NIGHTBLU.B      ;O ; 4 ;C ;Annett     300       ;;;
     87702 ;276001406487702 ;BESAMT     ;  79 ;29/11/24;RIVARIDG        ;O ; 5 ;O ;Stefan     278       ;;;
     87714 ;276001406487714 ;BESAMT     ;  62 ;12/10/24;LIENONME        ;O ; 3 ;C ;Sjoerd     278       ;;;
     87714 ;276001406487714 ;BESAMT     ;  86 ;05/11/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     87714 ;276001406487714 ;BESAMT     ; 111 ;30/11/24;DIVINCEN        ;O ; 5 ;C ;Stefan     278       ;;;
     87714 ;276001406487714 ;BESAMT     ; 135 ;24/12/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     87726 ;276001406487726 ;BESAMT     ;  89 ;18/10/24;LIENONME        ;O ; 2 ;C ;S�ren      7         ;;;
     87726 ;276001406487726 ;BESAMT     ; 111 ;09/11/24;LIENONME        ;O ; 4 ;C ;Annett     300       ;;;
     87726 ;276001406487726 ;BESAMT     ; 134 ;02/12/24;LIENONME        ;P ; 4 ;C ;Annett     300       ;;;
     88064 ;276001406788064 ;BESAMT     ;-143 ;12/11/24;BARBAZZA        ;R ; 4 ;C ;Annett     300       ;;;
     88064 ;276001406788064 ;BESAMT     ;-142 ;13/11/24;STRIKEUP        ;A ; 4 ;C ;Annett     300       ;;;
     92617 ;276001406192617 ;BESAMT     ;  69 ;31/12/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     92636 ;276001406192636 ;BESAMT     ; 150 ;09/10/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     92636 ;276001406192636 ;BESAMT     ; 175 ;03/11/24;NIGHTBLU.B      ;O ; 3 ;C ;Sjoerd     278       ;;;
     92636 ;276001406192636 ;BESAMT     ; 187 ;15/11/24;NIGHTBLU.B      ;O ; 1 ;C ;Anne       224       ;;;
     92636 ;276001406192636 ;BESAMT     ; 198 ;26/11/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     92636 ;276001406192636 ;BESAMT     ; 220 ;18/12/24;ZINGZANG        ;P ; 3 ;C ;Sjoerd     278       ;;;
     92690 ;276001406192690 ;BESAMT     ; 239 ;07/10/24;NIGHTBLU.B      ;O ; 2 ;G ;S�ren      7         ;;;
     92690 ;276001406192690 ;BESAMT     ; 285 ;22/11/24;NIGHTBLU.B      ;R ; 4 ;O ;Annett     300       ;;;
     92690 ;276001406192690 ;BESAMT     ; 286 ;23/11/24;NIGHTBLU.B      ;O ; 4 ;C ;Annett     300       ;;;
     92690 ;276001406192690 ;BESAMT     ; 321 ;28/12/24;NIGHTBLU.B      ;O ; 2 ;C ;S�ren      7         ;;;
     92697 ;276001406192697 ;BESAMT     ; 412 ;08/11/24;NIGHTBLU.B      ;O ; 2 ;C ;S�ren      7         ;;;
     92759 ;276001406192759 ;BESAMT     ; 181 ;19/10/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     92759 ;276001406192759 ;BESAMT     ; 204 ;11/11/24;NIGHTBLU.B      ;O ; 3 ;C ;Sjoerd     278       ;;;
     92761 ;276001406192761 ;BESAMT     ; 132 ;11/10/24;RIVARIDG        ;O ; 5 ;C ;Stefan     278       ;;;
     92761 ;276001406192761 ;BESAMT     ; 157 ;05/11/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     92761 ;276001406192761 ;BESAMT     ; 181 ;29/11/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     92761 ;276001406192761 ;BESAMT     ; 203 ;21/12/24;NIGHTBLU.B      ;O ; 4 ;C ;Annett     300       ;;;
     92762 ;276001406192762 ;BESAMT     ; 211 ;02/10/24;NIGHTBLU        ;O ; 5 ;C ;Stefan     278       ;;;
     92768 ;276001406192768 ;BESAMT     ; 188 ;25/10/24;NIGHTBLU.B      ;O ; 4 ;O ;Annett     300       ;;;
     92768 ;276001406192768 ;BESAMT     ; 237 ;13/12/24;NIGHTBLU.B      ;O ; 4 ;O ;Annett     300       ;;;
     92768 ;276001406192768 ;BESAMT     ; 246 ;22/12/24;NIGHTBLU.B      ;O ; 2 ;C ;S�ren      7         ;;;
     92793 ;276001406192793 ;BESAMT     ; 251 ;01/11/24;NIGHTBLU.B      ;P ; 4 ;O ;Annett     300       ;;;
     92793 ;276001406192793 ;BESAMT     ; 276 ;26/11/24;NIGHTBLU.B      ;C ; 4 ;C ;Annett     300       ;;;
     93006 ;276001270693006 ;BESAMT     ;  61 ;01/12/24;DIVINITY        ;O ; 5 ;C ;Stefan     278       ;;;
     93006 ;276001270693006 ;BESAMT     ;  84 ;24/12/24;ZINGLER         ;O ; 5 ;C ;Stefan     278       ;;;
     93009 ;276001270693009 ;BESAMT     ;  80 ;08/11/24;NIGHTBLU.B      ;O ; 5 ;O ;Stefan     278       ;;;
     93009 ;276001270693009 ;BESAMT     ;  95 ;23/11/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     93009 ;276001270693009 ;BESAMT     ; 116 ;14/12/24;ZINGZANG        ;P ; 3 ;C ;Sjoerd     278       ;;;
     93030 ;276001270693030 ;BESAMT     ; 228 ;18/10/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     93030 ;276001270693030 ;BESAMT     ; 270 ;29/11/24;NIGHTBLU.B      ;O ; 5 ;O ;Stefan     278       ;;;
     93030 ;276001270693030 ;BESAMT     ; 292 ;21/12/24;ZINGZANG        ;P ; 3 ;C ;Sjoerd     278       ;;;
     93031 ;276001270693031 ;BESAMT     ;  50 ;21/12/24;ZINGZANG        ;A ; 3 ;C ;Sjoerd     278       ;;;
     93035 ;276001270693035 ;BESAMT     ;  63 ;27/12/24;ZINGZANG        ;O ; 3 ;C ;Sjoerd     278       ;;;
     93046 ;276001270693046 ;BESAMT     ;  60 ;10/12/24;ZINGLER         ;P ; 5 ;C ;Stefan     278       ;;;
     93049 ;276001270693049 ;BESAMT     ; 214 ;22/10/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     93049 ;276001270693049 ;BESAMT     ; 252 ;29/11/24;NIGHTBLU.B      ;P ; 5 ;O ;Stefan     278       ;;;
     93053 ;276001270693053 ;BESAMT     ; 138 ;02/10/24;SLAVIA          ;O ; 4 ;C ;Annett     300       ;;;
     93053 ;276001270693053 ;BESAMT     ; 182 ;15/11/24;SLAVIA          ;O ; 4 ;O ;Annett     300       ;;;
     93053 ;276001270693053 ;BESAMT     ; 207 ;10/12/24;NIGHTBLU.B      ;O ; 4 ;C ;Annett     300       ;;;
     93075 ;276001270693075 ;BESAMT     ; 291 ;03/10/24;NIGHTBLU.B      ;O ; 2 ;C ;S�ren      7         ;;;
     93075 ;276001270693075 ;BESAMT     ; 315 ;27/10/24;NIGHTBLU.B      ;O ; 4 ;C ;Annett     300       ;;;
