"ID";"REG1";"Event";"DIM";"Date";"Remark";"R";"T";"B";"Technician";"ET Donor Dam";"ET Donor Reg";
     14166 ;276001273514166 ;BESAMT     ;  83 ;15/10/24;RIVARIDG        ;O ; 5 ;C ;Stefan     278       ;;;
     14166 ;276001273514166 ;BESAMT     ; 107 ;08/11/24;RIVARIDG        ;O ; 5 ;C ;Stefan     278       ;;;
     14166 ;276001273514166 ;BESAMT     ; 128 ;29/11/24;RIVARIDG        ;O ; 5 ;C ;Stefan     278       ;;;
     14171 ;276001273514171 ;BESAMT     ;  73 ;13/12/24;ZINGLER         ;P ; 3 ;O ;Sjoerd     278       ;;;
     14175 ;276001273514175 ;BESAMT     ; 127 ;10/11/24;RIVARIDG        ;O ; 2 ;G ;S�ren      7         ;;;
     14175 ;276001273514175 ;BESAMT     ; 165 ;18/12/24;RIVARIDG        ;O ; 2 ;C ;S�ren      7         ;;;
     14194 ;276001273514194 ;BESAMT     ; 158 ;13/10/24;NIGHTBLU.B      ;O ; 3 ;C ;Sjoerd     278       ;;;
     14194 ;276001273514194 ;BESAMT     ; 177 ;01/11/24;NIGHTBLU.B      ;P ; 3 ;C ;Sjoerd     278       ;;;
     14196 ;276001273514196 ;BESAMT     ;  63 ;25/11/24;RIVARIDG        ;P ; 3 ;C ;Sjoerd     278       ;;;
     14207 ;276001273514207 ;BESAMT     ;  75 ;22/12/24;NIGHTBLU.B      ;O ; 3 ;C ;Sjoerd     278       ;;;
     14210 ;276001273514210 ;BESAMT     ; 126 ;11/11/24;LIENONME        ;A ; 2 ;G ;S�ren      7         ;;;
     14212 ;276001273514212 ;BESAMT     ;  66 ;05/12/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     14212 ;276001273514212 ;BESAMT     ;  72 ;11/12/24;SLAVIA          ;O ; 5 ;C ;Stefan     278       ;;;
     14220 ;276001273514220 ;BESAMT     ; 111 ;01/11/24;NIGHTBLU.B      ;O ; 5 ;O ;Stefan     278       ;;;
     14220 ;276001273514220 ;BESAMT     ; 134 ;24/11/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     14220 ;276001273514220 ;BESAMT     ; 158 ;18/12/24;ZINGZANG        ;O ; 3 ;C ;Sjoerd     278       ;;;
     14225 ;276001273514225 ;BESAMT     ;  99 ;08/11/24;NIGHTBLU.B      ;O ; 5 ;O ;Stefan     278       ;;;
     14225 ;276001273514225 ;BESAMT     ; 124 ;03/12/24;NIGHTBLU.B      ;O ; 3 ;C ;Sjoerd     278       ;;;
     14233 ;276001273514233 ;BESAMT     ; 179 ;02/10/24;SLAVIA          ;- ; 3 ;C ;Sjoerd     278       ;;;
     14236 ;276001273514236 ;BESAMT     ;  50 ;08/12/24;NIGHTBLU.B      ;P ; 3 ;C ;Sjoerd     278       ;;;
     14272 ;276001405714272 ;BESAMT     ;  81 ;18/10/24;NIGHTBLU.B      ;O ; 5 ;O ;Stefan     278       ;;;
     14272 ;276001405714272 ;BESAMT     ; 123 ;29/11/24;NIGHTBLU.B      ;O ; 5 ;O ;Stefan     278       ;;;
     14294 ;276001405714294 ;BESAMT     ; 283 ;07/10/24;NIGHTBLU.B      ;O ; 2 ;C ;S�ren      7         ;;;
     14294 ;276001405714294 ;BESAMT     ; 283 ;07/10/24;NIGHTBLU.B      ;O ; 2 ;C ;S�ren      7         ;;;
     14294 ;276001405714294 ;BESAMT     ; 313 ;06/11/24;NIGHTBLU.B      ;O ; 2 ;C ;S�ren      7         ;;;
     14294 ;276001405714294 ;BESAMT     ; 313 ;06/11/24;NIGHTBLU.B      ;O ; 2 ;C ;S�ren      7         ;;;
     14294 ;276001405714294 ;BESAMT     ; 340 ;03/12/24;NIGHTBLU.B      ;O ; 4 ;C ;Annett     300       ;;;
     14294 ;276001405714294 ;BESAMT     ; 340 ;03/12/24;NIGHTBLU.B      ;O ; 4 ;C ;Annett     300       ;;;
     15140 ;276001406415140 ;BESAMT     ;  81 ;25/10/24;NIGHTBLU.B      ;O ; 5 ;O ;Stefan     278       ;;;
     15140 ;276001406415140 ;BESAMT     ; 102 ;15/11/24;NIGHTBLU.B      ;P ; 1 ;C ;Anne       224       ;;;
     15781 ;276001260215781 ;BESAMT     ;  53 ;19/12/24;ZINGZANG        ;O ; 3 ;C ;Sjoerd     278       ;;;
     15792 ;276001260215792 ;BESAMT     ;  62 ;21/12/24;ZINGZANG        ;O ; 3 ;C ;Sjoerd     278       ;;;
     17204 ;276001405217204 ;BESAMT     ;  52 ;18/12/24;ZINGZANG        ;- ; 3 ;C ;Sjoerd     278       ;;;
     17934 ;276001261417934 ;BESAMT     ;  55 ;17/12/24;ZINGLER         ;O ; 5 ;C ;Stefan     278       ;;;
     17972 ;276001261417972 ;BESAMT     ; 270 ;21/10/24;NIGHTBLU.B      ;O ; 3 ;C ;Sjoerd     278       ;;;
     17972 ;276001261417972 ;BESAMT     ; 323 ;13/12/24;NIGHTBLU.B      ;P ; 3 ;O ;Sjoerd     278       ;;;
     18901 ;276001405818901 ;BESAMT     ;  50 ;11/10/24;RIVARIDG        ;O ; 5 ;C ;Stefan     278       ;;;
     18901 ;276001405818901 ;BESAMT     ; 107 ;07/12/24;WAGYUVIA        ;O ; 3 ;C ;Sjoerd     278       ;;;
     18901 ;276001405818901 ;BESAMT     ; 130 ;30/12/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     18968 ;276001405818968 ;BESAMT     ;  84 ;27/12/24;ZINGZANG        ;P ; 3 ;O ;Sjoerd     278       ;;;
     18999 ;276001405818999 ;BESAMT     ;  56 ;02/10/24;SLAVIA          ;O ; 3 ;C ;Sjoerd     278       ;;;
     18999 ;276001405818999 ;BESAMT     ;  84 ;30/10/24;LIENONME        ;O ; 5 ;C ;Stefan     278       ;;;
     18999 ;276001405818999 ;BESAMT     ; 101 ;16/11/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     18999 ;276001405818999 ;BESAMT     ; 113 ;28/11/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     18999 ;276001405818999 ;BESAMT     ; 137 ;22/12/24;NIGHTBLU.B      ;O ; 3 ;C ;Sjoerd     278       ;;;
     19004 ;276001405819004 ;BESAMT     ;  60 ;25/10/24;SLAVIA          ;O ; 5 ;C ;Stefan     278       ;;;
     19004 ;276001405819004 ;BESAMT     ;  85 ;19/11/24;RIVARIDG        ;O ; 5 ;C ;Stefan     278       ;;;
     19004 ;276001405819004 ;BESAMT     ; 109 ;13/12/24;NIGHTBLU.B      ;P ; 3 ;C ;Sjoerd     278       ;;;
     19023 ;276001405819023 ;BESAMT     ; 193 ;13/10/24;NIGHTBLU.B      ;O ; 3 ;C ;Sjoerd     278       ;;;
     19023 ;276001405819023 ;BESAMT     ; 217 ;06/11/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     19023 ;276001405819023 ;BESAMT     ; 241 ;30/11/24;DIVINCEN        ;O ; 5 ;C ;Stefan     278       ;;;
     19023 ;276001405819023 ;BESAMT     ; 265 ;24/12/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     19039 ;276001405819039 ;BESAMT     ; 226 ;16/10/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     19039 ;276001405819039 ;BESAMT     ; 247 ;06/11/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     19039 ;276001405819039 ;BESAMT     ; 273 ;02/12/24;FIRELINK        ;P ; 3 ;C ;Sjoerd     278       ;;;
     19544 ;276001405719544 ;BESAMT     ;  61 ;28/11/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     19544 ;276001405719544 ;BESAMT     ;  90 ;27/12/24;NIGHTBLU.B      ;O ; 3 ;C ;Sjoerd     278       ;;;
     19629 ;276001405719629 ;BESAMT     ; 354 ;02/11/24;SLAVIA          ;O ; 5 ;C ;Stefan     278       ;;;
     19629 ;276001405719629 ;BESAMT     ; 378 ;26/11/24;NIGHTBLU.B      ;P ; 5 ;C ;Stefan     278       ;;;
     22053 ;276001406122053 ;BESAMT     ;  60 ;19/11/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     22053 ;276001406122053 ;BESAMT     ;  65 ;24/11/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     22053 ;276001406122053 ;BESAMT     ;  84 ;13/12/24;NIGHTBLU.B      ;O ; 3 ;C ;Sjoerd     278       ;;;
     22062 ;276001406122062 ;BESAMT     ; 115 ;25/10/24;NIGHTBLU.B      ;O ; 5 ;O ;Stefan     278       ;;;
     22062 ;276001406122062 ;BESAMT     ; 138 ;17/11/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     22062 ;276001406122062 ;BESAMT     ; 161 ;10/12/24;NIGHTBLU.B      ;P ; 3 ;C ;Sjoerd     278       ;;;
     22072 ;276001406122072 ;BESAMT     ;  92 ;19/10/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     22072 ;276001406122072 ;BESAMT     ; 116 ;12/11/24;NIGHTBLU.B      ;A ; 3 ;C ;Sjoerd     278       ;;;
     22078 ;276001406122078 ;BESAMT     ; 241 ;14/10/24;NIGHTBLU.B      ;O ; 5 ;- ;Stefan     278       ;;;
     22078 ;276001406122078 ;BESAMT     ; 257 ;30/10/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     22078 ;276001406122078 ;BESAMT     ; 268 ;10/11/24;RIVARIDG        ;O ; 3 ;C ;Sjoerd     278       ;;;
     22078 ;276001406122078 ;BESAMT     ; 299 ;11/12/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     22119 ;276001406122119 ;BESAMT     ; 223 ;16/10/24;NIGHTBLU.B      ;O ; 2 ;G ;S�ren      7         ;;;
     22119 ;276001406122119 ;BESAMT     ; 230 ;23/10/24;NIGHTBLU.B      ;O ; 2 ;G ;S�ren      7         ;;;
     22146 ;276001406122146 ;BESAMT     ;  74 ;13/12/24;OPRY            ;P ; 3 ;O ;Sjoerd     278       ;;;
     22175 ;276001406122175 ;BESAMT     ;  60 ;02/11/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     22175 ;276001406122175 ;BESAMT     ;  83 ;25/11/24;NIGHTBLU.B      ;P ; 5 ;C ;Stefan     278       ;;;
     22270 ;276001406122270 ;BESAMT     ;  80 ;13/12/24;OPRY            ;P ; 3 ;O ;Sjoerd     278       ;;;
     22289 ;276001406122289 ;BESAMT     ;  78 ;27/12/24;ZINGZANG        ;O ; 3 ;O ;Sjoerd     278       ;;;
     22315 ;276001406122315 ;BESAMT     ;  52 ;21/12/24;ZINGZANG        ;O ; 3 ;C ;Sjoerd     278       ;;;
     22359 ;276001406122359 ;BESAMT     ;  75 ;14/11/24;NIGHTBLU.B      ;O ; 3 ;C ;Sjoerd     278       ;;;
     22359 ;276001406122359 ;BESAMT     ; 113 ;22/12/24;NIGHTBLU.B      ;O ; 3 ;C ;Sjoerd     278       ;;;
     30003 ;276001406130003 ;BESAMT     ;  75 ;29/11/24;NIGHTBLU.B      ;O ; 5 ;O ;Stefan     278       ;;;
     30003 ;276001406130003 ;BESAMT     ;  97 ;21/12/24;ZINGZANG        ;O ; 3 ;C ;Sjoerd     278       ;;;
     30023 ;276001406130023 ;BESAMT     ;  51 ;16/10/24;SLAVIA          ;O ; 5 ;C ;Stefan     278       ;;;
     30023 ;276001406130023 ;BESAMT     ;  74 ;08/11/24;RIVARIDG        ;O ; 5 ;C ;Stefan     278       ;;;
     30023 ;276001406130023 ;BESAMT     ;  98 ;02/12/24;FIRELINK        ;P ; 3 ;C ;Sjoerd     278       ;;;
     30043 ;276001406130043 ;BESAMT     ;  57 ;02/10/24;BULL            ;E ; 0 ;- ;Tech# 0              ;;;
     30043 ;276001406130043 ;BESAMT     ;  68 ;13/10/24;LIENONME        ;C ; 3 ;C ;Sjoerd     278       ;;;
     30044 ;276001406130044 ;BESAMT     ; 235 ;06/11/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     30044 ;276001406130044 ;BESAMT     ; 239 ;10/11/24;NIGHTBLU.B      ;O ; 3 ;C ;Sjoerd     278       ;;;
     30044 ;276001406130044 ;BESAMT     ; 264 ;05/12/24;ZINGLER         ;O ; 5 ;C ;Stefan     278       ;;;
     30071 ;276001406130071 ;BESAMT     ;  90 ;31/12/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     30073 ;276001406130073 ;BESAMT     ;  72 ;09/11/24;RIVARIDG        ;O ; 3 ;C ;Sjoerd     278       ;;;
     30073 ;276001406130073 ;BESAMT     ;  86 ;23/11/24;DIVINITY        ;O ; 5 ;C ;Stefan     278       ;;;
     30073 ;276001406130073 ;BESAMT     ;  91 ;28/11/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     30073 ;276001406130073 ;BESAMT     ; 115 ;22/12/24;NIGHTBLU.B      ;O ; 3 ;C ;Sjoerd     278       ;;;
     30075 ;276001406130075 ;BESAMT     ;  75 ;08/11/24;RIVARIDG        ;O ; 5 ;O ;Stefan     278       ;;;
     30075 ;276001406130075 ;BESAMT     ; 102 ;05/12/24;ZINGLER         ;O ; 5 ;C ;Stefan     278       ;;;
     30097 ;276001406130097 ;BESAMT     ;  89 ;20/12/24;NIGHTBLU.B      ;O ; 3 ;O ;Sjoerd     278       ;;;
     30112 ;276001406130112 ;BESAMT     ; 118 ;16/10/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     30112 ;276001406130112 ;BESAMT     ; 139 ;06/11/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     30119 ;276001406130119 ;BESAMT     ;  59 ;22/12/24;NIGHTBLU.B      ;O ; 3 ;C ;Sjoerd     278       ;;;
     30134 ;276001406130134 ;BESAMT     ; 105 ;11/10/24;RIVARIDG        ;O ; 5 ;C ;Stefan     278       ;;;
     30134 ;276001406130134 ;BESAMT     ; 127 ;02/11/24;RIVARIDG        ;- ; 5 ;C ;Stefan     278       ;;;
     30136 ;276001406130136 ;BESAMT     ;  81 ;06/12/24;NIGHTBLU.B      ;R ; 5 ;O ;Stefan     278       ;;;
     30136 ;276001406130136 ;BESAMT     ;  83 ;08/12/24;NIGHTBLU.B      ;P ; 3 ;C ;Sjoerd     278       ;;;
     30148 ;276001406130148 ;BESAMT     ;  64 ;07/12/24;NIGHTBLU.B      ;O ; 3 ;C ;Sjoerd     278       ;;;
     30167 ;276001406130167 ;BESAMT     ; 134 ;06/10/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     30167 ;276001406130167 ;BESAMT     ; 156 ;28/10/24;SLAVIA          ;O ; 5 ;C ;Stefan     278       ;;;
     30167 ;276001406130167 ;BESAMT     ; 209 ;20/12/24;NIGHTBLU.B      ;O ; 3 ;O ;Sjoerd     278       ;;;
     30169 ;276001406130169 ;BESAMT     ; 233 ;10/10/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     30169 ;276001406130169 ;BESAMT     ; 255 ;01/11/24;NIGHTBLU.B      ;O ; 3 ;C ;Sjoerd     278       ;;;
     30169 ;276001406130169 ;BESAMT     ; 277 ;23/11/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     30169 ;276001406130169 ;BESAMT     ; 300 ;16/12/24;NIGHTBLU.B      ;O ; 4 ;C ;Annett     300       ;;;
     30192 ;276001406130192 ;BESAMT     ;  91 ;30/10/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     30192 ;276001406130192 ;BESAMT     ; 112 ;20/11/24;NIGHTBLU.B      ;P ; 3 ;C ;Sjoerd     278       ;;;
     30198 ;276001406130198 ;BESAMT     ;  81 ;20/11/24;NIGHTBLU.B      ;O ; 3 ;C ;Sjoerd     278       ;;;
     30198 ;276001406130198 ;BESAMT     ;  91 ;30/11/24;DIVINITY        ;P ; 5 ;C ;Stefan     278       ;;;
     30209 ;276001406130209 ;BESAMT     ;  65 ;21/11/24;RIVARIDG        ;O ; 5 ;C ;Stefan     278       ;;;
     30209 ;276001406130209 ;BESAMT     ;  85 ;11/12/24;ZINGZANG        ;P ; 5 ;C ;Stefan     278       ;;;
     30214 ;276001406130214 ;BESAMT     ;  65 ;13/12/24;ZINGZANG        ;O ; 3 ;C ;Sjoerd     278       ;;;
     30218 ;276001406130218 ;BESAMT     ;  83 ;04/10/24;SLAVIA          ;O ; 5 ;O ;Stefan     278       ;;;
     30218 ;276001406130218 ;BESAMT     ;  88 ;09/10/24;LIENONME        ;O ; 5 ;C ;Stefan     278       ;;;
     30218 ;276001406130218 ;BESAMT     ; 109 ;30/10/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     30218 ;276001406130218 ;BESAMT     ; 153 ;13/12/24;NIGHTBLU.B      ;O ; 4 ;O ;Annett     300       ;;;
     30220 ;276001406130220 ;BESAMT     ;  45 ;23/11/24;DIVINITY        ;O ; 5 ;C ;Stefan     278       ;;;
     30224 ;276001406130224 ;BESAMT     ;  62 ;11/10/24;RIVARIDG        ;O ; 5 ;C ;Stefan     278       ;;;
     30224 ;276001406130224 ;BESAMT     ; 104 ;22/11/24;NIGHTBLU.B      ;O ; 5 ;O ;Stefan     278       ;;;
     30224 ;276001406130224 ;BESAMT     ; 126 ;14/12/24;VALTRA          ;P ; 3 ;C ;Sjoerd     278       ;;;
     30228 ;276001406130228 ;BESAMT     ;  70 ;26/12/24;SLAVIA          ;P ; 3 ;C ;Sjoerd     278       ;;;
     30232 ;276001406130232 ;BESAMT     ;  71 ;22/10/24;SLAVIA          ;O ; 5 ;C ;Stefan     278       ;;;
     30232 ;276001406130232 ;BESAMT     ;  79 ;30/10/24;LIENONME        ;O ; 5 ;C ;Stefan     278       ;;;
     30232 ;276001406130232 ;BESAMT     ;  82 ;02/11/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     30232 ;276001406130232 ;BESAMT     ; 130 ;20/12/24;NIGHTBLU.B      ;O ; 3 ;O ;Sjoerd     278       ;;;
     30234 ;276001406130234 ;BESAMT     ; 109 ;18/10/24;SLAVIA          ;O ; 2 ;C ;S�ren      7         ;;;
     30234 ;276001406130234 ;BESAMT     ; 158 ;06/12/24;NIGHTBLU.B      ;P ; 4 ;O ;Annett     300       ;;;
     30237 ;276001406130237 ;BESAMT     ;  56 ;02/10/24;SLAVIA          ;O ; 3 ;C ;Sjoerd     278       ;;;
     30237 ;276001406130237 ;BESAMT     ;  59 ;05/10/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     30237 ;276001406130237 ;BESAMT     ;  71 ;17/10/24;LIENONME        ;O ; 3 ;C ;Sjoerd     278       ;;;
     30237 ;276001406130237 ;BESAMT     ; 118 ;03/12/24;NIGHTBLU.B      ;O ; 3 ;C ;Sjoerd     278       ;;;
     30237 ;276001406130237 ;BESAMT     ; 146 ;31/12/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     30240 ;276001406130240 ;BESAMT     ;  62 ;02/12/24;FIRELINK        ;O ; 3 ;C ;Sjoerd     278       ;;;
     30240 ;276001406130240 ;BESAMT     ;  90 ;30/12/24;NIGHTBLU.B      ;R ; 5 ;C ;Stefan     278       ;;;
     30245 ;276001406130245 ;BESAMT     ;  95 ;06/10/24;SLAVIA          ;O ; 5 ;C ;Stefan     278       ;;;
     30245 ;276001406130245 ;BESAMT     ; 106 ;17/10/24;LIENONME        ;O ; 3 ;C ;Sjoerd     278       ;;;
     30245 ;276001406130245 ;BESAMT     ; 119 ;30/10/24;LIENONME        ;O ; 5 ;C ;Stefan     278       ;;;
     30245 ;276001406130245 ;BESAMT     ; 141 ;21/11/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     30260 ;276001406130260 ;BESAMT     ;  61 ;17/12/24;ZINGLER         ;O ; 5 ;C ;Stefan     278       ;;;
     30263 ;276001406130263 ;BESAMT     ; 116 ;12/10/24;SLAVIA          ;O ; 2 ;G ;S�ren      7         ;;;
     30263 ;276001406130263 ;BESAMT     ; 172 ;07/12/24;NIGHTBLU.B      ;P ; 3 ;C ;Sjoerd     278       ;;;
     30267 ;276001406130267 ;BESAMT     ;  81 ;04/10/24;SLAVIA          ;O ; 5 ;O ;Stefan     278       ;;;
     30267 ;276001406130267 ;BESAMT     ;  86 ;09/10/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     30267 ;276001406130267 ;BESAMT     ; 104 ;27/10/24;SLAVIA          ;O ; 5 ;C ;Stefan     278       ;;;
     30267 ;276001406130267 ;BESAMT     ; 128 ;20/11/24;NIGHTBLU.B      ;P ; 3 ;C ;Sjoerd     278       ;;;
     30268 ;276001406130268 ;BESAMT     ; 124 ;08/11/24;RIVARIDG        ;O ; 5 ;O ;Stefan     278       ;;;
     30268 ;276001406130268 ;BESAMT     ; 144 ;28/11/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     30268 ;276001406130268 ;BESAMT     ; 166 ;20/12/24;NIGHTBLU.B      ;O ; 2 ;C ;S�ren      7         ;;;
     30276 ;276001406130276 ;BESAMT     ; 109 ;08/11/24;RIVARIDG        ;O ; 5 ;O ;Stefan     278       ;;;
     30276 ;276001406130276 ;BESAMT     ; 132 ;01/12/24;DIVINITY        ;O ; 5 ;C ;Stefan     278       ;;;
     30276 ;276001406130276 ;BESAMT     ; 156 ;25/12/24;NIGHTBLU.B      ;P ; 3 ;C ;Sjoerd     278       ;;;
     30279 ;276001406130279 ;BESAMT     ; 190 ;06/12/24;NIGHTBLU.B      ;P ; 4 ;O ;Annett     300       ;;;
     30281 ;276001406130281 ;BESAMT     ;  57 ;03/12/24;ZINGLER         ;P ; 3 ;C ;Sjoerd     278       ;;;
     30287 ;276001406130287 ;BESAMT     ; 287 ;03/10/24;NIGHTBLU.B      ;O ; 2 ;C ;S�ren      7         ;;;
     30287 ;276001406130287 ;BESAMT     ; 311 ;27/10/24;NIGHTBLU.B      ;O ; 4 ;C ;Annett     300       ;;;
     30287 ;276001406130287 ;BESAMT     ; 333 ;18/11/24;NIGHTBLU.B      ;R ; 4 ;C ;Annett     300       ;;;
     30287 ;276001406130287 ;BESAMT     ; 335 ;20/11/24;NIGHTBLU.B      ;R ; 4 ;C ;Annett     300       ;;;
     30287 ;276001406130287 ;BESAMT     ; 337 ;22/11/24;NIGHTBLU.B      ;O ; 4 ;C ;Annett     300       ;;;
     30287 ;276001406130287 ;BESAMT     ; 360 ;15/12/24;NIGHTBLU.B      ;O ; 4 ;C ;Annett     300       ;;;
     30287 ;276001406130287 ;BESAMT     ; 367 ;22/12/24;NIGHTBLU.B      ;O ; 2 ;C ;S�ren      7         ;;;
     30288 ;276001406130288 ;BESAMT     ;  70 ;29/12/24;NIGHTBLU.B      ;O ; 3 ;C ;Sjoerd     278       ;;;
     30290 ;276001406130290 ;BESAMT     ;  63 ;11/10/24;RIVARIDG        ;O ; 5 ;C ;Stefan     278       ;;;
     30290 ;276001406130290 ;BESAMT     ; 105 ;22/11/24;NIGHTBLU.B      ;O ; 5 ;O ;Stefan     278       ;;;
     30295 ;276001406130295 ;BESAMT     ; 195 ;19/10/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     30295 ;276001406130295 ;BESAMT     ; 225 ;18/11/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     30295 ;276001406130295 ;BESAMT     ; 264 ;27/12/24;NIGHTBLU.B      ;O ; 2 ;C ;S�ren      7         ;;;
     31508 ;276001406531508 ;BESAMT     ; 342 ;11/10/24;RIVARIDG        ;O ; 2 ;C ;S�ren      7         ;;;
     31508 ;276001406531508 ;BESAMT     ; 384 ;22/11/24;NIGHTBLU.B      ;P ; 4 ;O ;Annett     300       ;;;
     31526 ;276001406531526 ;BESAMT     ;  69 ;04/12/24;ZINGLER         ;O ; 5 ;C ;Stefan     278       ;;;
     31526 ;276001406531526 ;BESAMT     ;  90 ;25/12/24;ZINGZANG        ;P ; 3 ;C ;Sjoerd     278       ;;;
     31540 ;276001406531540 ;BESAMT     ;  66 ;10/12/24;ZINGLER         ;O ; 5 ;C ;Stefan     278       ;;;
     31545 ;276001406531545 ;BESAMT     ;  91 ;29/11/24;NIGHTBLU.B      ;O ; 5 ;O ;Stefan     278       ;;;
     31545 ;276001406531545 ;BESAMT     ; 123 ;31/12/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     31553 ;276001406531553 ;BESAMT     ;  67 ;07/11/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     31553 ;276001406531553 ;BESAMT     ;  93 ;03/12/24;NIGHTBLU.B      ;O ; 3 ;C ;Sjoerd     278       ;;;
     31574 ;276001406531574 ;BESAMT     ;  84 ;27/12/24;ZINGZANG        ;O ; 3 ;O ;Sjoerd     278       ;;;
     31584 ;276001406531584 ;BESAMT     ;  50 ;21/12/24;ZINGZANG        ;O ; 3 ;C ;Sjoerd     278       ;;;
     31585 ;276001406531585 ;BESAMT     ;  65 ;20/11/24;LIENONME        ;O ; 3 ;C ;Sjoerd     278       ;;;
     31585 ;276001406531585 ;BESAMT     ;  88 ;13/12/24;SAMSON          ;O ; 3 ;C ;Sjoerd     278       ;;;
     31587 ;276001406531587 ;BESAMT     ; 169 ;11/10/24;NIGHTBLU.B      ;O ; 4 ;O ;Annett     300       ;;;
     31587 ;276001406531587 ;BESAMT     ; 211 ;22/11/24;NIGHTBLU.B      ;O ; 4 ;O ;Annett     300       ;;;
     31587 ;276001406531587 ;BESAMT     ; 215 ;26/11/24;NIGHTBLU.B      ;P ; 4 ;C ;Annett     300       ;;;
     31596 ;276001406531596 ;BESAMT     ; 170 ;07/10/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     31596 ;276001406531596 ;BESAMT     ; 192 ;29/10/24;NIGHTBLU.B      ;O ; 5 ;C ;Stefan     278       ;;;
     31596 ;276001406531596 ;BESAMT     ; 219 ;25/11/24;NIGHTBLU.B      ;P ; 5 ;C ;Stefan     278       ;;;
     31620 ;276001406531620 ;BESAMT     ; 187 ;04/10/24;NIGHTBLU.B      ;O ; 2 ;C ;S�ren      7         ;;;
     31620 ;276001406531620 ;BESAMT     ; 206 ;23/10/24;NIGHTBLU.B      ;P ; 2 ;C ;S�ren      7         ;;;
     31622 ;276001406531622 ;BESAMT     ;  80 ;20/12/24;ZINGLER         ;O ; 4 ;O ;Annett     300       ;;;
     31624 ;276001406531624 ;BESAMT     ; 188 ;21/10/24;BRONTIDE        ;O ; 2 ;C ;S�ren      7         ;;;
     31624 ;276001406531624 ;BESAMT     ; 210 ;12/11/24;NIGHTBLU.B      ;O ; 4 ;C ;Annett     300       ;;;
     31624 ;276001406531624 ;BESAMT     ; 232 ;04/12/24;NIGHTBLU.B      ;P ; 4 ;C ;Annett     300       ;;;
     31641 ;276001406531641 ;BESAMT     ;  91 ;15/11/24;NIGHTBLU.B      ;O ; 1 ;O ;Anne       224       ;;;
     31641 ;276001406531641 ;BESAMT     ; 113 ;07/12/24;WAGYUMIX        ;O ; 3 ;C ;Sjoerd     278       ;;;
     31642 ;276001406531642 ;BESAMT     ;  63 ;12/10/24;LIENONME        ;O ; 3 ;C ;Sjoerd     278       ;;;
     31642 ;276001406531642 ;BESAMT     ;  69 ;18/10/24;LIENONME        ;O ; 3 ;C ;Sjoerd     278       ;;;
